PRIMEIRO_NOME;primeiro_sobrenome;segundo_sobrenome;PAIS;estado
Maria;Almeida;Santos;Portugal;Ceará
Gustavo;Oliveira;Almeida;Chile;Rio de Janeiro
João;Ferreira;Pereira;Brasil;São Paulo
Camila;Silva;Silva;Argentina;Paraná
Maria;Costa;Almeida;Colômbia;Bahia
Carlos;Sousa;Lima;Colômbia;Paraná
Luísa;Santos;Martins;Chile;Pernambuco
Pedro;Oliveira;Silva;Argentina;Rio de Janeiro
Camila;Lima;Ferreira;Argentina;Bahia
Ana;Costa;Costa;Chile;Minas Gerais
Ricardo;Costa;Pereira;Portugal;São Paulo
Ricardo;Martins;Martins;Colômbia;Rio Grande do Sul
João;Silva;Ferreira;Argentina;Minas Gerais
Maria;Lima;Lima;Brasil;São Paulo
Luísa;Ferreira;Pereira;Portugal;Pernambuco
João;Pereira;Oliveira;Colômbia;Rio de Janeiro
Fernanda;Pereira;Pereira;Colômbia;Rio Grande do Sul
João;Almeida;Silva;Chile;Paraná
Camila;Lima;Santos;Colômbia;São Paulo
Maria;Pereira;Oliveira;Chile;Rio de Janeiro
Pedro;Sousa;Silva;Argentina;Ceará
Ricardo;Martins;Martins;Chile;Rio Grande do Sul
Camila;Almeida;Lima;Chile;São Paulo
João;Lima;Oliveira;Chile;Rio Grande do Sul
Carlos;Lima;Sousa;Colômbia;Bahia
Gustavo;Silva;Almeida;Chile;São Paulo
Carlos;Costa;Costa;Brasil;Ceará
Fernanda;Martins;Lima;Portugal;Paraná
Ana;Pereira;Martins;Chile;Minas Gerais
Maria;Pereira;Almeida;Chile;Rio Grande do Sul
Ricardo;Pereira;Santos;Portugal;Bahia
Carlos;Costa;Silva;Argentina;São Paulo
Fernanda;Pereira;Ferreira;Argentina;São Paulo
Maria;Silva;Silva;Brasil;Rio Grande do Sul
Luísa;Silva;Sousa;Colômbia;Pernambuco
João;Santos;Oliveira;Chile;Minas Gerais
Ana;Pereira;Silva;Argentina;Minas Gerais
Ricardo;Silva;Costa;Portugal;Rio de Janeiro
João;Sousa;Silva;Argentina;Pernambuco
Pedro;Santos;Silva;Argentina;Bahia
Maria;Silva;Almeida;Portugal;São Paulo
Ricardo;Lima;Ferreira;Chile;Bahia
Pedro;Oliveira;Pereira;Brasil;Minas Gerais
Luísa;Ferreira;Pereira;Argentina;Rio de Janeiro
Luísa;Costa;Sousa;Colômbia;Rio de Janeiro
Maria;Oliveira;Almeida;Colômbia;Bahia
João;Oliveira;Silva;Colômbia;Minas Gerais
Carlos;Pereira;Santos;Brasil;Rio de Janeiro
Pedro;Sousa;Sousa;Brasil;Paraná
Camila;Santos;Martins;Brasil;Rio Grande do Sul
Gustavo;Sousa;Ferreira;Portugal;São Paulo
Pedro;Ferreira;Oliveira;Chile;São Paulo
Luísa;Ferreira;Silva;Colômbia;Pernambuco
Gustavo;Almeida;Oliveira;Portugal;Ceará
Camila;Lima;Pereira;Portugal;Bahia
João;Lima;Oliveira;Portugal;Ceará
Pedro;Oliveira;Lima;Portugal;Pernambuco
Ana;Silva;Lima;Chile;Rio de Janeiro
Gustavo;Costa;Martins;Brasil;São Paulo
Carlos;Costa;Santos;Chile;Rio Grande do Sul
Camila;Martins;Sousa;Portugal;Paraná
Luísa;Lima;Oliveira;Portugal;Paraná
Luísa;Silva;Silva;Chile;Rio Grande do Sul
Gustavo;Pereira;Oliveira;Argentina;Minas Gerais
Fernanda;Almeida;Ferreira;Colômbia;Ceará
Fernanda;Ferreira;Almeida;Colômbia;Bahia
Camila;Pereira;Costa;Argentina;Ceará
Camila;Santos;Oliveira;Colômbia;Minas Gerais
Ricardo;Silva;Lima;Brasil;Ceará
Gustavo;Santos;Sousa;Chile;Minas Gerais
Fernanda;Almeida;Silva;Colômbia;Paraná
Camila;Sousa;Pereira;Chile;Rio de Janeiro
João;Almeida;Santos;Portugal;São Paulo
Pedro;Lima;Sousa;Colômbia;São Paulo
Ana;Silva;Almeida;Portugal;São Paulo
Ana;Santos;Sousa;Colômbia;Bahia
Ricardo;Almeida;Santos;Chile;Pernambuco
Gustavo;Santos;Costa;Argentina;Pernambuco
Gustavo;Lima;Oliveira;Argentina;Ceará
Pedro;Ferreira;Almeida;Argentina;Rio Grande do Sul
Carlos;Oliveira;Costa;Chile;São Paulo
Ricardo;Almeida;Almeida;Chile;Pernambuco
Maria;Martins;Oliveira;Chile;Rio Grande do Sul
João;Sousa;Sousa;Colômbia;Rio Grande do Sul
Pedro;Santos;Almeida;Argentina;Minas Gerais
Carlos;Ferreira;Lima;Argentina;Minas Gerais
Maria;Ferreira;Santos;Chile;São Paulo
Maria;Lima;Sousa;Colômbia;Minas Gerais
Fernanda;Martins;Silva;Colômbia;Rio de Janeiro
João;Ferreira;Pereira;Brasil;Ceará
Maria;Martins;Silva;Chile;São Paulo
Gustavo;Oliveira;Santos;Argentina;São Paulo
João;Costa;Pereira;Brasil;Ceará
Luísa;Oliveira;Sousa;Portugal;Bahia
Ricardo;Santos;Lima;Argentina;Pernambuco
Fernanda;Martins;Martins;Chile;São Paulo
João;Sousa;Lima;Colômbia;Ceará
Fernanda;Sousa;Sousa;Colômbia;Minas Gerais
Pedro;Silva;Oliveira;Portugal;Minas Gerais
João;Sousa;Oliveira;Argentina;Paraná
Luísa;Oliveira;Santos;Portugal;Pernambuco
João;Santos;Lima;Argentina;Minas Gerais
Ana;Costa;Costa;Brasil;Rio de Janeiro
Carlos;Pereira;Silva;Portugal;Paraná
Gustavo;Ferreira;Pereira;Portugal;São Paulo
Pedro;Silva;Lima;Colômbia;Rio de Janeiro
Gustavo;Costa;Pereira;Chile;Rio Grande do Sul
Ricardo;Silva;Silva;Argentina;Pernambuco
Gustavo;Silva;Martins;Portugal;Paraná
Ana;Ferreira;Costa;Colômbia;Rio de Janeiro
Luísa;Pereira;Sousa;Argentina;Minas Gerais
Carlos;Ferreira;Santos;Colômbia;Ceará
Pedro;Silva;Ferreira;Brasil;São Paulo
João;Oliveira;Almeida;Colômbia;Paraná
Fernanda;Costa;Martins;Argentina;Pernambuco
Maria;Santos;Santos;Portugal;Rio de Janeiro
Pedro;Martins;Lima;Portugal;Bahia
Luísa;Sousa;Almeida;Chile;Minas Gerais
Carlos;Pereira;Costa;Chile;São Paulo
Gustavo;Oliveira;Ferreira;Portugal;Rio Grande do Sul
Maria;Lima;Silva;Colômbia;Paraná
Camila;Ferreira;Almeida;Portugal;Ceará
Ana;Silva;Silva;Argentina;Paraná
Luísa;Martins;Almeida;Portugal;Paraná
Luísa;Almeida;Pereira;Brasil;Ceará
Luísa;Sousa;Lima;Argentina;Rio Grande do Sul
Ana;Sousa;Lima;Argentina;Rio de Janeiro
Maria;Ferreira;Almeida;Portugal;Pernambuco
Luísa;Lima;Oliveira;Brasil;Ceará
Pedro;Sousa;Almeida;Argentina;Bahia
Ricardo;Oliveira;Ferreira;Portugal;São Paulo
Maria;Silva;Costa;Chile;Bahia
Gustavo;Pereira;Ferreira;Chile;Bahia
Maria;Pereira;Sousa;Brasil;Pernambuco
Camila;Santos;Sousa;Brasil;Minas Gerais
Gustavo;Almeida;Santos;Portugal;Minas Gerais
Carlos;Oliveira;Oliveira;Colômbia;Paraná
João;Almeida;Sousa;Chile;Minas Gerais
Ana;Pereira;Oliveira;Colômbia;São Paulo
Carlos;Silva;Almeida;Portugal;Pernambuco
Fernanda;Costa;Oliveira;Portugal;Rio Grande do Sul
Carlos;Santos;Silva;Colômbia;Paraná
Pedro;Santos;Costa;Brasil;Ceará
Camila;Ferreira;Oliveira;Chile;Ceará
Carlos;Sousa;Costa;Argentina;Paraná
Maria;Oliveira;Sousa;Argentina;Rio de Janeiro
Ana;Sousa;Ferreira;Brasil;Ceará
Ana;Silva;Silva;Chile;Paraná
Pedro;Silva;Sousa;Colômbia;Paraná
Camila;Pereira;Ferreira;Argentina;Rio de Janeiro
Pedro;Lima;Sousa;Chile;Pernambuco
Ricardo;Pereira;Pereira;Colômbia;Minas Gerais
Gustavo;Santos;Ferreira;Portugal;Paraná
Camila;Lima;Lima;Chile;Rio Grande do Sul
Gustavo;Ferreira;Almeida;Colômbia;Rio de Janeiro
Maria;Martins;Ferreira;Chile;Ceará
Ricardo;Ferreira;Lima;Colômbia;São Paulo
Ricardo;Pereira;Santos;Chile;Paraná
Ricardo;Lima;Almeida;Portugal;Pernambuco
Pedro;Costa;Silva;Colômbia;Pernambuco
Fernanda;Lima;Lima;Chile;São Paulo
Fernanda;Oliveira;Santos;Colômbia;São Paulo
Camila;Pereira;Santos;Colômbia;Rio de Janeiro
Fernanda;Silva;Oliveira;Colômbia;Minas Gerais
João;Ferreira;Ferreira;Chile;Pernambuco
Maria;Sousa;Pereira;Chile;Pernambuco
Carlos;Martins;Oliveira;Portugal;Pernambuco
Carlos;Santos;Martins;Argentina;Ceará
Carlos;Pereira;Costa;Chile;Minas Gerais
Fernanda;Pereira;Almeida;Argentina;Minas Gerais
Pedro;Almeida;Martins;Brasil;Minas Gerais
Fernanda;Sousa;Almeida;Portugal;São Paulo
Camila;Santos;Costa;Chile;Ceará
Carlos;Almeida;Sousa;Portugal;Bahia
Pedro;Costa;Ferreira;Argentina;Pernambuco
Luísa;Pereira;Martins;Brasil;Minas Gerais
Maria;Lima;Martins;Brasil;Bahia
Fernanda;Santos;Sousa;Argentina;São Paulo
Carlos;Santos;Santos;Brasil;Paraná
Luísa;Martins;Almeida;Argentina;Bahia
Gustavo;Silva;Silva;Colômbia;Ceará
Ricardo;Silva;Oliveira;Colômbia;Rio Grande do Sul
Pedro;Martins;Oliveira;Chile;Bahia
João;Sousa;Ferreira;Chile;Bahia
Pedro;Santos;Costa;Portugal;Minas Gerais
João;Silva;Oliveira;Chile;Rio de Janeiro
Maria;Almeida;Oliveira;Brasil;Minas Gerais
Maria;Ferreira;Martins;Brasil;São Paulo
Carlos;Santos;Costa;Colômbia;Pernambuco
Camila;Santos;Almeida;Colômbia;Rio de Janeiro
João;Martins;Martins;Colômbia;Minas Gerais
João;Sousa;Silva;Portugal;Minas Gerais
Carlos;Oliveira;Lima;Colômbia;Rio de Janeiro
Gustavo;Costa;Lima;Chile;Bahia
Ana;Costa;Ferreira;Colômbia;Ceará
Ana;Martins;Lima;Colômbia;Pernambuco
Luísa;Ferreira;Almeida;Colômbia;São Paulo
Carlos;Costa;Oliveira;Colômbia;Minas Gerais
Maria;Almeida;Pereira;Argentina;São Paulo
João;Ferreira;Santos;Argentina;Ceará
Camila;Oliveira;Costa;Colômbia;Pernambuco
Camila;Ferreira;Oliveira;Colômbia;São Paulo
João;Oliveira;Martins;Argentina;Minas Gerais
João;Lima;Sousa;Portugal;Ceará
Maria;Costa;Ferreira;Brasil;São Paulo
Maria;Costa;Costa;Brasil;Ceará
Maria;Ferreira;Pereira;Portugal;Bahia
Ana;Lima;Lima;Colômbia;Rio de Janeiro
Camila;Silva;Oliveira;Colômbia;Minas Gerais
Carlos;Ferreira;Oliveira;Portugal;Minas Gerais
Carlos;Sousa;Ferreira;Brasil;Rio Grande do Sul
Fernanda;Oliveira;Martins;Argentina;Minas Gerais
Ricardo;Martins;Ferreira;Brasil;Paraná
João;Lima;Oliveira;Brasil;Pernambuco
Maria;Silva;Silva;Argentina;Paraná
Carlos;Oliveira;Oliveira;Colômbia;Rio de Janeiro
Carlos;Martins;Santos;Colômbia;Ceará
Luísa;Martins;Silva;Brasil;Bahia
Fernanda;Lima;Almeida;Chile;Pernambuco
Carlos;Ferreira;Santos;Colômbia;Rio Grande do Sul
Gustavo;Costa;Almeida;Portugal;Rio de Janeiro
Ricardo;Oliveira;Silva;Chile;Rio Grande do Sul
Ana;Santos;Santos;Chile;Ceará
Luísa;Oliveira;Santos;Argentina;Rio de Janeiro
Luísa;Sousa;Sousa;Chile;Minas Gerais
Maria;Oliveira;Oliveira;Brasil;Minas Gerais
Carlos;Lima;Santos;Brasil;Bahia
Maria;Costa;Sousa;Portugal;Ceará
João;Lima;Santos;Brasil;Bahia
Fernanda;Lima;Sousa;Colômbia;Bahia
Ana;Pereira;Sousa;Portugal;Paraná
Ricardo;Santos;Silva;Colômbia;Paraná
Carlos;Lima;Lima;Portugal;Ceará
João;Lima;Costa;Portugal;Pernambuco
Ana;Costa;Ferreira;Brasil;Ceará
João;Martins;Silva;Portugal;Rio de Janeiro
Ricardo;Oliveira;Santos;Argentina;Pernambuco
Gustavo;Lima;Costa;Chile;Rio de Janeiro
Ricardo;Almeida;Costa;Colômbia;Rio Grande do Sul
Pedro;Almeida;Ferreira;Colômbia;Ceará
Maria;Almeida;Oliveira;Colômbia;São Paulo
Ana;Martins;Pereira;Portugal;Rio de Janeiro
Luísa;Almeida;Pereira;Chile;São Paulo
Camila;Ferreira;Costa;Chile;Bahia
Carlos;Silva;Pereira;Chile;Rio de Janeiro
Luísa;Almeida;Santos;Argentina;Pernambuco
João;Almeida;Sousa;Brasil;Pernambuco
Ricardo;Martins;Santos;Brasil;Minas Gerais
João;Santos;Sousa;Brasil;Pernambuco
Gustavo;Martins;Ferreira;Portugal;Rio Grande do Sul
Carlos;Santos;Sousa;Colômbia;Paraná
João;Santos;Santos;Brasil;Rio Grande do Sul
Maria;Pereira;Costa;Argentina;Rio Grande do Sul
Luísa;Silva;Oliveira;Chile;Paraná
Pedro;Costa;Almeida;Portugal;São Paulo
Pedro;Sousa;Sousa;Chile;Paraná
Maria;Oliveira;Sousa;Portugal;Rio de Janeiro
Carlos;Silva;Silva;Brasil;Pernambuco
Fernanda;Silva;Sousa;Brasil;Rio de Janeiro
Ana;Sousa;Silva;Chile;Bahia
João;Ferreira;Sousa;Brasil;Bahia
Carlos;Ferreira;Martins;Brasil;Rio Grande do Sul
Fernanda;Silva;Almeida;Chile;São Paulo
Ana;Ferreira;Lima;Argentina;São Paulo
João;Almeida;Santos;Chile;São Paulo
João;Oliveira;Oliveira;Argentina;Ceará
João;Almeida;Sousa;Portugal;Pernambuco
Luísa;Martins;Lima;Argentina;Minas Gerais
Camila;Santos;Oliveira;Argentina;São Paulo
João;Silva;Almeida;Chile;Paraná
Luísa;Santos;Oliveira;Brasil;Paraná
Ana;Santos;Almeida;Colômbia;Ceará
Luísa;Sousa;Oliveira;Argentina;Ceará
Maria;Almeida;Costa;Argentina;Rio de Janeiro
Ricardo;Costa;Silva;Brasil;Paraná
Fernanda;Costa;Martins;Brasil;Rio Grande do Sul
Carlos;Martins;Oliveira;Chile;Ceará
Camila;Almeida;Martins;Chile;Bahia
Maria;Almeida;Costa;Chile;Rio de Janeiro
Ana;Silva;Ferreira;Chile;Minas Gerais
Gustavo;Santos;Martins;Brasil;Rio de Janeiro
Ana;Ferreira;Almeida;Portugal;Rio de Janeiro
Pedro;Almeida;Silva;Portugal;Rio Grande do Sul
Fernanda;Costa;Pereira;Chile;São Paulo
Fernanda;Costa;Silva;Argentina;Bahia
Camila;Costa;Sousa;Argentina;São Paulo
Pedro;Pereira;Oliveira;Colômbia;Bahia
Fernanda;Santos;Costa;Brasil;Rio de Janeiro
Camila;Santos;Santos;Argentina;Minas Gerais
Ana;Almeida;Martins;Chile;Paraná
Gustavo;Oliveira;Costa;Chile;Pernambuco
Ana;Martins;Martins;Argentina;Rio de Janeiro
Maria;Martins;Silva;Colômbia;Minas Gerais
Pedro;Oliveira;Sousa;Brasil;Ceará
Carlos;Martins;Silva;Brasil;Ceará
Gustavo;Oliveira;Costa;Portugal;Ceará
Maria;Pereira;Costa;Colômbia;Rio Grande do Sul
Gustavo;Ferreira;Costa;Portugal;São Paulo
Luísa;Silva;Ferreira;Chile;Pernambuco
Maria;Oliveira;Almeida;Chile;Rio de Janeiro
Fernanda;Lima;Silva;Colômbia;Pernambuco
Pedro;Oliveira;Oliveira;Colômbia;Ceará
Gustavo;Santos;Almeida;Portugal;Rio Grande do Sul
Fernanda;Costa;Lima;Argentina;Rio Grande do Sul
Ana;Ferreira;Oliveira;Portugal;Paraná
Carlos;Sousa;Martins;Chile;Minas Gerais
Maria;Oliveira;Lima;Chile;São Paulo
Gustavo;Santos;Martins;Chile;Minas Gerais
Maria;Silva;Silva;Colômbia;Rio Grande do Sul
Gustavo;Oliveira;Pereira;Brasil;Minas Gerais
Maria;Costa;Ferreira;Portugal;Rio Grande do Sul
Camila;Martins;Sousa;Portugal;Bahia
Camila;Costa;Sousa;Brasil;São Paulo
Camila;Pereira;Oliveira;Brasil;Pernambuco
Ana;Martins;Ferreira;Portugal;Ceará
Gustavo;Oliveira;Costa;Argentina;Ceará
Luísa;Oliveira;Oliveira;Colômbia;São Paulo
Carlos;Ferreira;Pereira;Colômbia;Bahia
Carlos;Ferreira;Oliveira;Portugal;Rio de Janeiro
Maria;Silva;Costa;Chile;Rio de Janeiro
João;Oliveira;Santos;Portugal;Rio Grande do Sul
Pedro;Oliveira;Lima;Portugal;São Paulo
Carlos;Martins;Ferreira;Chile;São Paulo
Fernanda;Costa;Silva;Chile;São Paulo
Carlos;Silva;Pereira;Portugal;São Paulo
João;Silva;Pereira;Chile;Rio Grande do Sul
Camila;Costa;Costa;Colômbia;Paraná
Carlos;Costa;Silva;Portugal;Bahia
Ana;Martins;Almeida;Colômbia;Ceará
Luísa;Silva;Santos;Brasil;Rio de Janeiro
Pedro;Almeida;Silva;Brasil;Minas Gerais
Carlos;Silva;Pereira;Chile;Rio de Janeiro
Carlos;Lima;Costa;Colômbia;Ceará
Ana;Almeida;Santos;Argentina;Ceará
Maria;Santos;Lima;Argentina;São Paulo
Pedro;Almeida;Sousa;Portugal;Bahia
Camila;Lima;Ferreira;Brasil;Pernambuco
Fernanda;Ferreira;Martins;Colômbia;Pernambuco
Camila;Pereira;Martins;Chile;Minas Gerais
Carlos;Martins;Oliveira;Argentina;São Paulo
Camila;Silva;Santos;Brasil;Minas Gerais
Carlos;Silva;Sousa;Portugal;Rio de Janeiro
Luísa;Costa;Costa;Colômbia;Minas Gerais
Fernanda;Silva;Sousa;Colômbia;Pernambuco
Carlos;Martins;Martins;Argentina;Ceará
Camila;Ferreira;Almeida;Colômbia;Rio de Janeiro
Carlos;Santos;Oliveira;Chile;São Paulo
Pedro;Almeida;Almeida;Portugal;Paraná
Fernanda;Oliveira;Ferreira;Brasil;Ceará
Pedro;Pereira;Martins;Chile;Minas Gerais
Fernanda;Santos;Pereira;Brasil;Minas Gerais
Carlos;Almeida;Almeida;Brasil;Minas Gerais
Gustavo;Pereira;Costa;Brasil;Bahia
Ricardo;Martins;Sousa;Portugal;Ceará
Pedro;Silva;Martins;Portugal;Pernambuco
Maria;Ferreira;Costa;Colômbia;Pernambuco
Gustavo;Pereira;Sousa;Colômbia;Bahia
Maria;Costa;Lima;Brasil;Rio de Janeiro
Carlos;Oliveira;Lima;Portugal;Rio Grande do Sul
Camila;Costa;Almeida;Argentina;Rio de Janeiro
Fernanda;Almeida;Pereira;Argentina;Minas Gerais
Maria;Martins;Lima;Colômbia;São Paulo
Pedro;Santos;Costa;Argentina;Pernambuco
Camila;Martins;Pereira;Portugal;São Paulo
Pedro;Almeida;Almeida;Brasil;Ceará
Ana;Lima;Martins;Colômbia;Rio Grande do Sul
Luísa;Lima;Ferreira;Portugal;Ceará
Ricardo;Sousa;Silva;Chile;Ceará
Ana;Almeida;Sousa;Colômbia;Rio Grande do Sul
Carlos;Almeida;Silva;Portugal;Pernambuco
Ana;Silva;Sousa;Brasil;Rio de Janeiro
Camila;Santos;Sousa;Argentina;Paraná
Luísa;Ferreira;Costa;Colômbia;Bahia
Fernanda;Ferreira;Almeida;Brasil;Paraná
Ana;Silva;Pereira;Brasil;Paraná
Camila;Almeida;Costa;Portugal;Minas Gerais
Fernanda;Oliveira;Oliveira;Chile;Minas Gerais
Gustavo;Costa;Sousa;Brasil;Rio de Janeiro
Ana;Santos;Pereira;Argentina;Paraná
Luísa;Martins;Pereira;Portugal;Paraná
João;Costa;Oliveira;Argentina;São Paulo
João;Sousa;Martins;Portugal;São Paulo
Camila;Silva;Silva;Colômbia;Paraná
Pedro;Costa;Silva;Portugal;Bahia
Pedro;Sousa;Silva;Colômbia;Minas Gerais
Maria;Sousa;Santos;Chile;Bahia
Ana;Almeida;Oliveira;Portugal;Rio Grande do Sul
Maria;Oliveira;Martins;Colômbia;Ceará
Maria;Pereira;Sousa;Argentina;Ceará
Carlos;Oliveira;Lima;Argentina;Bahia
Carlos;Lima;Pereira;Portugal;Rio Grande do Sul
Luísa;Santos;Sousa;Argentina;Paraná
Ana;Santos;Martins;Argentina;Paraná
Camila;Silva;Lima;Chile;Bahia
Luísa;Pereira;Oliveira;Portugal;Ceará
Ricardo;Costa;Martins;Colômbia;Ceará
Fernanda;Martins;Almeida;Chile;Minas Gerais
Gustavo;Pereira;Ferreira;Chile;Ceará
João;Lima;Almeida;Brasil;São Paulo
Carlos;Costa;Oliveira;Colômbia;São Paulo
Fernanda;Santos;Silva;Portugal;Rio de Janeiro
João;Costa;Oliveira;Brasil;Bahia
Maria;Ferreira;Oliveira;Colômbia;Rio de Janeiro
Ricardo;Pereira;Costa;Colômbia;Minas Gerais
Ricardo;Pereira;Santos;Chile;Paraná
Camila;Sousa;Lima;Colômbia;Bahia
Maria;Ferreira;Martins;Chile;Bahia
Luísa;Ferreira;Costa;Colômbia;Paraná
Ana;Ferreira;Martins;Brasil;Ceará
Carlos;Santos;Almeida;Colômbia;Rio de Janeiro
Maria;Almeida;Silva;Portugal;São Paulo
Ricardo;Pereira;Silva;Chile;Bahia
Gustavo;Almeida;Lima;Brasil;Rio Grande do Sul
Ricardo;Lima;Silva;Colômbia;Rio de Janeiro
Carlos;Oliveira;Costa;Colômbia;Bahia
Carlos;Silva;Silva;Argentina;Bahia
Luísa;Sousa;Pereira;Brasil;Paraná
Maria;Almeida;Lima;Argentina;São Paulo
Ana;Costa;Pereira;Argentina;Bahia
João;Ferreira;Martins;Brasil;Ceará
Ricardo;Silva;Pereira;Colômbia;Pernambuco
Maria;Lima;Almeida;Colômbia;Pernambuco
Maria;Pereira;Costa;Chile;Paraná
Maria;Pereira;Sousa;Argentina;Bahia
Camila;Sousa;Almeida;Colômbia;Rio de Janeiro
Fernanda;Costa;Ferreira;Portugal;São Paulo
Gustavo;Santos;Costa;Colômbia;Minas Gerais
Fernanda;Lima;Ferreira;Colômbia;Minas Gerais
Luísa;Sousa;Costa;Brasil;Paraná
Ricardo;Silva;Silva;Chile;São Paulo
Fernanda;Martins;Pereira;Argentina;Rio Grande do Sul
Luísa;Martins;Lima;Argentina;Ceará
Carlos;Lima;Martins;Portugal;São Paulo
Camila;Almeida;Costa;Chile;Ceará
Ana;Costa;Almeida;Colômbia;Rio de Janeiro
Maria;Oliveira;Pereira;Argentina;Minas Gerais
Carlos;Sousa;Almeida;Colômbia;Bahia
Camila;Silva;Lima;Brasil;Minas Gerais
Ricardo;Santos;Silva;Brasil;Bahia
Fernanda;Lima;Costa;Chile;Minas Gerais
Fernanda;Costa;Almeida;Portugal;Rio de Janeiro
Pedro;Lima;Santos;Colômbia;Minas Gerais
Camila;Lima;Silva;Chile;São Paulo
Fernanda;Oliveira;Lima;Portugal;Pernambuco
Ana;Sousa;Lima;Colômbia;São Paulo
Carlos;Sousa;Pereira;Brasil;Rio de Janeiro
Ricardo;Almeida;Costa;Argentina;São Paulo
Fernanda;Costa;Almeida;Colômbia;Bahia
Pedro;Lima;Lima;Argentina;Ceará
Ricardo;Silva;Almeida;Chile;Minas Gerais
Camila;Almeida;Ferreira;Argentina;Bahia
Fernanda;Martins;Santos;Portugal;Minas Gerais
Ricardo;Martins;Pereira;Chile;Rio Grande do Sul
Carlos;Ferreira;Ferreira;Brasil;Minas Gerais
Camila;Ferreira;Almeida;Chile;Paraná
Carlos;Silva;Almeida;Colômbia;Paraná
Gustavo;Costa;Silva;Argentina;Bahia
Maria;Oliveira;Pereira;Chile;Minas Gerais
Ricardo;Costa;Pereira;Portugal;São Paulo
Gustavo;Pereira;Martins;Brasil;Rio de Janeiro
João;Costa;Lima;Chile;Rio Grande do Sul
Fernanda;Santos;Costa;Chile;Pernambuco
João;Silva;Costa;Chile;Minas Gerais
Camila;Lima;Martins;Chile;Rio Grande do Sul
Ricardo;Costa;Silva;Portugal;Rio de Janeiro
Luísa;Sousa;Lima;Colômbia;Rio de Janeiro
Fernanda;Lima;Martins;Portugal;Paraná
Fernanda;Silva;Martins;Portugal;São Paulo
Pedro;Oliveira;Ferreira;Colômbia;São Paulo
João;Silva;Almeida;Portugal;Rio Grande do Sul
Maria;Sousa;Silva;Portugal;Paraná
Pedro;Lima;Lima;Brasil;Bahia
João;Silva;Ferreira;Brasil;Rio de Janeiro
Ana;Martins;Martins;Argentina;Paraná
Ana;Pereira;Santos;Brasil;Paraná
Gustavo;Martins;Ferreira;Chile;Rio de Janeiro
Gustavo;Silva;Santos;Chile;Bahia
Pedro;Santos;Silva;Colômbia;São Paulo
João;Martins;Santos;Brasil;Paraná
Fernanda;Pereira;Santos;Colômbia;Rio de Janeiro
Luísa;Martins;Costa;Argentina;Rio Grande do Sul
Gustavo;Almeida;Lima;Argentina;São Paulo
Camila;Costa;Santos;Colômbia;São Paulo
Fernanda;Costa;Costa;Chile;São Paulo
Luísa;Almeida;Oliveira;Portugal;São Paulo
Fernanda;Sousa;Oliveira;Brasil;Minas Gerais
Carlos;Ferreira;Martins;Argentina;Pernambuco
Maria;Lima;Pereira;Argentina;Ceará
Maria;Pereira;Lima;Brasil;Ceará
Ricardo;Almeida;Martins;Chile;Rio Grande do Sul
João;Almeida;Silva;Argentina;Pernambuco
Gustavo;Ferreira;Santos;Colômbia;Ceará
Ana;Silva;Lima;Brasil;São Paulo
Ana;Oliveira;Silva;Chile;Paraná
Fernanda;Ferreira;Silva;Portugal;Rio Grande do Sul
Fernanda;Almeida;Silva;Chile;Rio de Janeiro
Fernanda;Silva;Oliveira;Chile;Ceará
Fernanda;Almeida;Lima;Argentina;Rio Grande do Sul
Ricardo;Pereira;Silva;Portugal;Bahia
Camila;Ferreira;Santos;Colômbia;Bahia
João;Martins;Almeida;Chile;Rio de Janeiro
Luísa;Almeida;Lima;Chile;Paraná
Pedro;Santos;Silva;Chile;Pernambuco
Carlos;Martins;Pereira;Brasil;São Paulo
Fernanda;Santos;Pereira;Portugal;Pernambuco
Gustavo;Almeida;Martins;Portugal;São Paulo
Carlos;Almeida;Pereira;Brasil;São Paulo
Ricardo;Costa;Pereira;Argentina;Rio de Janeiro
Fernanda;Ferreira;Costa;Colômbia;Minas Gerais
Carlos;Santos;Lima;Brasil;Ceará
Gustavo;Martins;Silva;Brasil;Rio de Janeiro
Fernanda;Sousa;Santos;Portugal;São Paulo
Pedro;Sousa;Almeida;Chile;Rio de Janeiro
Carlos;Costa;Martins;Brasil;Pernambuco
Luísa;Sousa;Ferreira;Colômbia;Rio de Janeiro
João;Pereira;Santos;Brasil;Minas Gerais
Pedro;Santos;Santos;Colômbia;São Paulo
Luísa;Silva;Oliveira;Portugal;São Paulo
Carlos;Almeida;Lima;Chile;Pernambuco
Ana;Lima;Costa;Argentina;Ceará
Gustavo;Ferreira;Silva;Colômbia;Pernambuco
Gustavo;Martins;Sousa;Argentina;Ceará
Camila;Pereira;Santos;Argentina;Bahia
Luísa;Martins;Pereira;Portugal;Minas Gerais
Gustavo;Sousa;Almeida;Chile;Ceará
Ana;Martins;Santos;Chile;São Paulo
Maria;Santos;Silva;Chile;São Paulo
Ricardo;Martins;Martins;Chile;Paraná
Carlos;Costa;Ferreira;Argentina;Ceará
Fernanda;Pereira;Almeida;Brasil;Rio de Janeiro
Pedro;Silva;Ferreira;Portugal;Rio Grande do Sul
João;Lima;Costa;Argentina;Minas Gerais
Luísa;Lima;Martins;Colômbia;Rio de Janeiro
Carlos;Ferreira;Pereira;Colômbia;Pernambuco
Pedro;Lima;Lima;Argentina;Minas Gerais
